data,petr4,abev3,retorno_diario_petr4,retorno_diario_abev3
2019-05-28,26.053053,16.867001,0.021341457319143498,0.005226438162963198
2019-05-29,25.761417,16.818281,-0.011193928020643007,-0.0028884802935624787
2019-05-30,25.421173,16.983931,-0.01320750329844056,0.009849401374611322
2019-05-31,24.837893,17.100859,-0.022944653262066184,0.006884625237820519
2019-06-03,25.265629,16.974186,0.01722110647630215,-0.007407405674767609
2019-06-04,25.469778,16.905977,0.008080107564311989,-0.004018395933684249
2019-06-05,25.139256,16.964441,-0.012977027126031548,0.003458185232358968
2019-06-06,25.547548,17.188555,0.016241212548215422,0.013210809598736661
2019-06-07,26.014168,17.159325,0.018264766544327626,-0.0017005501625937391
2019-06-10,25.907238,17.198299,-0.00411045242730812,0.0022713014643640506
2019-06-11,26.403021,17.266508,0.019136852797662085,0.003966031756978072
2019-06-12,26.101662,17.227531,-0.011413807533615095,-0.0022573759558101036
2019-06-13,26.422464,17.393181,0.012290481732542657,0.009615423127086409
2019-06-14,26.305809,17.188555,-0.004414993242114029,-0.01176472549788321
2019-06-17,26.354416,17.34446,0.001847766780333604,0.00907027961338236
2019-06-18,26.68494,17.588062,0.012541503480858696,0.014044945763661554
2019-06-19,26.752989,17.734224,0.0025500900507926527,0.008310295926862166
2019-06-21,27.491806,17.977827,0.027616241310457035,0.013736321363708948
2019-06-24,27.462641,17.831663,-0.0010608615527113452,-0.00813023731956053
2019-06-25,26.743267,17.704992,-0.026194640202302555,-0.007103712087874192
2019-06-26,26.898808,17.636784,0.005816080735386642,-0.003852472794113826
2019-06-27,26.471073,17.588062,-0.015901634005491938,-0.0027625217840167027
2019-06-28,26.646055,17.432158,0.006610310054299573,-0.008864194360925004
2019-07-01,26.500235,17.354204,-0.005472479884921055,-0.004471850243670472
2019-07-02,26.072496,17.666014,-0.0161409512028855,0.017967404324623626
2019-07-03,26.422464,18.357845,0.013422880571158258,0.039161692048925056
2019-07-04,26.62661,18.51375,0.007726228712053418,0.008492554545481923
2019-07-05,26.636332,18.51375,3.651234610788645e-4,0
2019-07-08,26.879366,18.455286,0.009124154181589406,-0.003157869151306447
2019-07-10,27.287659,18.533239,0.015189829998222493,0.00422388469081425
2019-07-11,27.608461,18.211685,0.011756303463041462,-0.01735012428210736
2019-07-12,27.734838,17.734224,0.004577473550590128,-0.026217288515587578
2019-07-15,27.394594,17.782944,-0.012267747877236501,0.0027472304398545866
2019-07-16,27.054348,17.636784,-0.012420187720248776,-0.008219111526190592
2019-07-17,26.908527,17.529598,-0.005389928450687531,-0.006077411845606284
2019-07-18,26.743267,17.782944,-0.0061415476216888365,0.014452470615698099
2019-07-19,26.675219,17.627039,-0.002544490918031883,-0.00876710852826168
2019-07-22,26.723824,17.529598,0.0018221031287504186,-0.005527927861281756
2019-07-23,26.752989,17.568575,0.0010913483040451144,0.002223496511443157
2019-07-24,26.587725,17.500364,-0.00617740320530169,-0.003882557350268767
2019-07-25,26.140547,18.991209,-0.016818964390522217,0.08518937091822787
2019-07-26,25.411449,19.293276,-0.027891459195555468,0.01590562243825544
2019-07-29,25.644756,19.975363,0.009181176563367144,0.03535361231550316
2019-07-30,25.508661,19.819458,-0.005306932926170238,-0.0078048644222386
2019-07-31,25.353123,19.61483,-0.006097458427943403,-0.010324601207560735
2019-08-01,25.518383,19.897409,0.006518329122609412,0.014406395569066754
2019-08-02,25.780861,19.965618,0.010285839819866416,0.0034280342732060376
2019-08-05,24.837893,19.644064,-0.036576280365500646,-0.016105386770396968
2019-08-06,25.158695,19.955873,0.012915829857226724,0.01587293749399321
2019-08-07,24.886499,20.102034,-0.01081916212267775,0.007324209770226409
2019-08-08,25.615601,19.653809,0.029297089960303335,-0.022297494870419654
2019-08-09,25.547548,19.556366,-0.0026567012813794033,-0.00495797023365796
2019-08-12,24.935106,18.981466,-0.02397263330320376,-0.029397077146132378
2019-08-13,25.268229,18.884024,0.013359598310911602,-0.005133533943057933
2019-08-14,24.415829,18.523495,-0.03373406185293015,-0.019091746547240107
2019-08-15,23.73979,18.299381,-0.027688554011416122,-0.01209890466135033
2019-08-16,23.426264,18.416309,-0.013206772258726795,0.006389724330019497
2019-08-19,23.543837,18.620935,0.005018854052016186,0.01111112981434026
2019-08-20,23.534037,18.455286,-4.162448117526196e-4,-0.0088958476037857
2019-08-21,24.935106,18.318869,0.05953372980589777,-0.007391757570161861
2019-08-22,24.709759,17.997313,-0.009037338762466152,-0.017553267071236833
2019-08-23,23.788776,17.860897,-0.037272034907341656,-0.0075797981620920885
2019-08-26,23.475248,17.627039,-0.013179660861912246,-0.013093295370327773
2019-08-27,23.847563,17.704992,0.015859896346994917,0.00442235363523058
2019-08-28,24.092506,17.685503,0.010271196264372895,-0.0011007629938494246
2019-08-29,24.984093,18.075266,0.03700681863480715,0.022038558925917995
